行政區,里別,分隊,局編,車號,路線,車次,抵達時間,離開時間,地點,經度,緯度
中正區,東門里,仁愛分隊,107-G12,KEA-0866,仁愛-2,第3車,2131,2135,臺北市中正區林森南路57號前,121.52211,25.03995
中正區,東門里,仁愛分隊,107-G12,KEA-0866,仁愛-2,第3車,2136,2140,臺北市中正區徐州路20號前,121.52323,25.04063
內湖區,港墘里,內湖分隊,107-G13,KEA-0867,內湖-3,第1車,1620,1650,臺北市內湖區港墘路221巷2號鄰舊宗路,121.57352,25.07397
內湖區,港墘里,內湖分隊,107-G13,KEA-0867,內湖-3,第2車,1730,1900,臺北市內湖區港墘路221巷2號鄰舊宗路,121.57352,25.07397
內湖區,金瑞里,內湖分隊,107-G13,KEA-0867,內湖-3,第2車,2005,2015,臺北市內湖區內湖路3段326巷口,121.58355,25.08968
內湖區,金瑞里,內湖分隊,107-G13,KEA-0867,內湖-3,第2車,2020,2030,臺北市內湖區內湖路3段329巷8號,121.58486,25.08839
內湖區,大湖里,內湖分隊,107-G13,KEA-0867,內湖-3,第3車,2100,2117,臺北市內湖區大湖山莊街25號旁,121.60351,25.08383
內湖區,大湖里,內湖分隊,107-G13,KEA-0867,內湖-3,第3車,2120,2130,臺北市內湖區大湖山莊街65巷1號前,121.60454,25.08655
內湖區,港墘里,內湖分隊,107-G13,KEA-0867,內湖-3,第3車,2145,2155,臺北市內湖區港墘路221巷2號,121.57352,25.07397
松山區,莊敬里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第1車,1645,1648,臺北市松山區濱江街863號,121.56223,25.07057
松山區,莊敬里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第1車,1657,1700,臺北市松山區撫遠街405巷15號之1,121.56659,25.0678
松山區,新東里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第1車,1703,1720,臺北市松山區塔悠路351號(撫遠抽水站),121.56861,25.06234
松山區,莊敬里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第1車,1735,1810,臺北市松山區民權東路4段121號(松指部),121.55975,25.06253
松山區,富錦里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第1車,1820,1835,臺北市松山區三民路168號,121.56321,25.06195
松山區,新益里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第1車,1840,1905,臺北市松山區撫遠街259號(三民公園),121.56686,25.06106
松山區,莊敬里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第2車,2040,2110,臺北市松山區撫遠街379巷口,121.56585,25.06439
松山區,富泰里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第2車,2120,2140,臺北市松山區民生東路5段186號(圓環邊),121.56374,25.05866
松山區,東榮里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第2車,2145,2155,臺北市松山區民生東路5段27巷9弄口,121.55682,25.06005
松山區,東榮里,上塔悠分隊,107-G14,KEA-0868,上塔悠-3,第2車,2201,2210,臺北市松山區光復北路199號,121.55494,25.06018
文山區,萬年里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1739,1748,臺北市文山區羅斯福路5段192巷22號旁,121.53681,25.00351
文山區,萬和里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1751,1806,臺北市文山區汀州路4段263號旁,121.53634,25.00105
文山區,萬隆里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1808,1816,臺北市文山區羅斯福路5段218巷38弄2號,121.53689,25.00214
文山區,萬隆里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1818,1824,臺北市文山區羅斯福路5段238號旁,121.53905,25.00151
文山區,萬隆里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1825,1830,臺北市文山區萬隆街46號旁,121.53792,25.00042
文山區,萬隆里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1831,1837,臺北市文山區景福街54巷1號前,121.53811,24.99968
文山區,景仁里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1838,1845,臺北市文山區景福街3-1號旁,121.53935,24.99944
文山區,萬盛里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1850,1855,臺北市文山區興隆路1段123號旁,121.54196,25.00231
文山區,萬盛里,景美分隊,107-G15,KEA-0869,景美-1,第1車,1856,1906,臺北市文山區興隆路1段89號前,121.54138,25.00306
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2045,2052,臺北市文山區景隆街12號旁,121.54041,24.99993
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2053,2103,臺北市文山區羅斯福路5段203號前,121.53905,25.00239
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2104,2107,臺北市文山區羅斯福路5段159號前,121.53889,25.00355
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2108,2109,臺北市文山區興隆路1段14號旁,121.53945,25.00419
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2115,2122,臺北市文山區興隆路1段70巷11弄7號前,121.54035,25.00259
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2123,2129,臺北市文山區興隆路1段106號旁,121.54131,25.00278
文山區,萬有里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2130,2137,臺北市文山區興隆路1段140號前,121.54192,25.00175
文山區,萬有里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2138,2143,臺北市文山區興隆路1段204號前,121.54362,25
文山區,萬有里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2145,2152,臺北市文山區景隆街119號前,121.54367,24.99893
文山區,萬有里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2153,2155,臺北市文山區景隆街35號前,121.54197,24.99956
文山區,萬祥里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2156,2200,臺北市文山區景隆街12號旁,121.5403,24.99985
文山區,萬有里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2204,2209,臺北市文山區羅斯福路6段159巷3號前,121.54166,24.99741
文山區,景仁里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2210,2213,臺北市文山區羅斯福路6段142巷20弄2~3號前,121.53967,24.99697
文山區,景仁里,景美分隊,107-G15,KEA-0869,景美-1,第2車,2215,2220,臺北市文山區景福街45巷1號旁,121.53723,24.99825
信義區,六藝里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第1車,1740,1750,臺北市信義區永吉路150巷口,121.57091,25.04501
信義區,六藝里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第1車,1752,1805,臺北市信義區松信路92號(變電所),121.57195,25.04468
信義區,六藝里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第1車,1807,1820,臺北市信義區松信路與虎林街120巷交叉口,121.57195,25.04226
信義區,富台里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第1車,1823,1835,臺北市信義區忠孝東路5段423巷5弄對面,121.57536,25.04179
信義區,五全里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第1車,1837,1900,臺北市信義區忠孝東路5段423巷66號對面（永吉公園）,121.57552,25.04355
信義區,六藝里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第2車,2040,2055,臺北市信義區松信路92號(變電所),121.57195,25.04468
信義區,六藝里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第2車,2057,2105,臺北市信義區松信路與虎林街120巷交叉口,121.57195,25.04226
信義區,富台里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第2車,2107,2120,臺北市信義區忠孝東路5段423巷5弄對面,121.57536,25.04179
信義區,五全里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第2車,2122,2135,臺北市信義區忠孝東路5段423巷66號（永吉公園）,121.57552,25.04355
信義區,四維里,五分埔分隊,107-G16,KEA-0870,五分埔-1,第2車,2140,2200,臺北市信義區松山路240巷,121.5776,25.0442
信義區,三張里,吳興分隊,107-G17,KEA-0871,吳興-3,第1車,1830,1839,臺北市信義區松仁路226號(吳興國小門口),121.56861,25.02576
信義區,六合里,吳興分隊,107-G17,KEA-0871,吳興-3,第1車,1840,1910,臺北市信義區松仁路281巷4號(吳興街公車總站),121.5702,25.02398
信義區,惠安里,吳興分隊,107-G17,KEA-0871,吳興-3,第1車,1915,1925,臺北市信義區松仁路240巷22號旁,121.56835,25.02439
信義區,三張里,吳興分隊,107-G17,KEA-0871,吳興-3,第2車,2100,2105,臺北市信義區松智路33巷口,121.56532,25.03006
信義區,惠安里,吳興分隊,107-G17,KEA-0871,吳興-3,第2車,2135,2200,臺北市信義區吳興街365巷口,121.56807,25.02612
信義區,三張里,吳興分隊,107-G18,KEA-0872,吳興-2,第1車,1830,1900,臺北市信義區松仁路160號旁,121.56823,25.02838
信義區,三張里,吳興分隊,107-G18,KEA-0872,吳興-2,第1車,1905,1930,臺北市信義區莊敬路341巷口,121.5649,25.02855
信義區,三張里,吳興分隊,107-G18,KEA-0872,吳興-2,第2車,2105,2130,臺北市信義區莊敬路404巷口,121.56573,25.02679
信義區,惠安里,吳興分隊,107-G18,KEA-0872,吳興-2,第2車,2135,2200,臺北市信義區吳興街600巷口,121.57035,25.0198
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1735,1804,臺北市信義區忠孝東路5段743巷29號前,121.58093,25.04403
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1805,1810,臺北市信義區忠孝東路5段721巷口,121.58065,25.04271
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1811,1815,臺北市信義區忠孝東路5段499號,121.57846,25.04144
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1816,1830,臺北市信義區松山路287巷口,121.5779,25.0429
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1831,1835,臺北市信義區松山路249巷口,121.5779,25.0442
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1836,1842,臺北市信義區永吉路444號,121.57836,25.04525
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第1車,1843,1850,臺北市信義區永吉路500號,121.57957,25.04519
信義區,五全里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2015,2030,臺北市信義區永吉路282號,121.57433,25.04538
信義區,四維里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2032,2040,臺北市信義區永吉路350號,121.57645,25.04504
信義區,四育里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2042,2050,臺北市信義區永吉路371號,121.57683,25.04563
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2100,2109,臺北市信義區忠孝東路5段743巷29號前,121.58093,25.04403
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2110,2115,臺北市信義區忠孝東路5段721巷口,121.58065,25.04271
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2117,2129,臺北市信義區松山路287巷口,121.5779,25.0429
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2130,2134,臺北市信義區松山路249巷口,121.5779,25.0442
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2135,2142,臺北市信義區永吉路444號,121.57836,25.04525
信義區,永春里,五分埔分隊,107-G19,KEA-0873,五分埔-3,第2車,2143,2150,臺北市信義區永吉路500號,121.57957,25.04519
南港區,中南里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1751,1756,臺北市南港區忠孝東路7段528號,121.61168,25.05259
南港區,新富里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1808,1814,臺北市南港區富康街22號前,121.61726,25.05411
南港區,新富里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1815,1829,臺北市南港區富康街52號前,121.61714,25.05329
南港區,新富里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1833,1840,臺北市南港區研究院路1段151巷18號,121.61614,25.04998
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1842,1845,臺北市南港區研究院路1段臨128號右前,121.61566,25.04925
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1847,1851,臺北市南港區研究院路2段86號前,121.61543,25.04514
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1901,1913,臺北市南港區舊莊街1段3巷18號,121.61826,25.04247
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第1車,1914,1923,臺北市南港區研究院路2段61巷2弄41號,121.61688,25.04368
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2020,2025,臺北市南港區南深路21巷1號前,121.62131,25.03802
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2026,2030,臺北市南港區舊莊街1段212巷8號前,121.62283,25.0391
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2031,2037,臺北市南港區舊莊街1段145巷6弄55號旁,121.62263,25.03917
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2038,2043,臺北市南港區舊莊街1段197號,121.62208,25.03879
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2044,2048,臺北市南港區舊莊街1段167號,121.62117,25.03942
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2049,2054,臺北市南港區舊莊街1段145巷6弄1號右側,121.62059,25.04031
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2055,2059,臺北市南港區舊莊街1段91巷8號,121.61942,25.04099
南港區,舊莊里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2100,2105,臺北市南港區舊莊街1段3巷旁,121.61755,25.04195
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2107,2110,臺北市南港區研究院路2段59巷1號左前方,121.61623,25.04415
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2111,2116,臺北市南港區研究院路2段35-2號,121.61532,25.04559
南港區,新富里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2121,2123,臺北市南港區富康街1巷16弄10號,121.61799,25.05391
南港區,新富里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2124,2130,臺北市南港區富康街53巷9號,121.6178,25.05241
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2136,2147,臺北市南港區研究院路2段12巷58弄1號對面,121.61384,25.04741
南港區,中研里,舊莊分隊,107-G20,KEA-0875,舊莊-1,第2車,2149,2153,臺北市南港區研究院路2段70巷12號(中研市場旁),121.61457,25.04561
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1750,1758,臺北市南港區南港路3段149巷3弄1號前,121.58516,25.05158
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1759,1805,臺北市南港區南港路3段67巷4號對面,121.58842,25.05287
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1805,1811,臺北市南港區南港路3段67巷口,121.58844,25.053
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1812,1821,臺北市南港區南港路3段106巷13弄口,121.58913,25.05492
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1821,1824,臺北市南港區南港路3段130巷5弄口,121.58796,25.05419
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1824,1829,臺北市南港區南港路3段130巷1弄1號前,121.5882,25.05342
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1830,1837,臺北市南港區南港路3段192號,121.58677,25.05309
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1840,1845,臺北市南港區南港路3段312號,121.58157,25.05163
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第1車,1847,1900,臺北市南港區八德路4段830號,121.58199,25.05128
南港區,重陽里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2010,2020,臺北市南港區重陽路39巷,121.59404,25.05803
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2030,2037,臺北市南港區昆陽街(南港國中後門)64號對面,121.59305,25.05255
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2037,2041,臺北市南港區南港路2段215號前,121.59233,25.05423
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2043,2055,臺北市南港區成功路1段88號,121.59245,25.0575
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2055,2104,臺北市南港區成功路1段28號,121.59298,25.05536
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2105,2112,臺北市南港區南港路3段16巷20號,121.59268,25.05438
南港區,西新里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2113,2121,臺北市南港區南港路3段82號,121.59102,25.05389
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2122,2127,臺北市南港區南港路3段262號,121.58474,25.05251
南港區,玉成里,南港分隊,107-G21,KEA-0876,南港-2,第2車,2132,2136,臺北市南港區八德路4段830號,121.58198,25.05129
南港區,舊莊里,玉成分隊,107-G22,KEA-0876,南港-2,第1車,1720,1730,臺北市南港區南深路37-1號,121.62411,25.03298
南港區,聯成里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1800,1805,臺北市南港區忠孝東路6段190號,121.58666,25.04864
南港區,聯成里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1806,1815,臺北市南港區忠孝東路6段252號前,121.58826,25.04899
南港區,聯成里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1817,1825,臺北市南港區忠孝東路6段324號,121.59063,25.04956
南港區,新光里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1827,1835,臺北市南港區忠孝東路6段372號前,121.59173,25.04978
南港區,新光里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1838,1845,臺北市南港區忠孝東路6段430號前,121.59334,25.05019
南港區,新光里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1848,1855,臺北市南港區昆陽街157巷13號前,121.59466,25.04986
南港區,新光里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1900,1910,臺北市南港區昆陽街152號巷口~154-2號之間,121.59412,25.04889
南港區,新光里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1911,1916,臺北市南港區昆陽街171巷3弄1號旁,121.59412,25.04734
南港區,成福里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1917,1920,臺北市南港區東新街181號前,121.59353,25.04652
南港區,成福里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1922,1927,臺北市南港區東新街170巷21之6號,121.59295,25.04429
南港區,成福里,玉成分隊,107-G22,KEA-0877,玉成-2,第1車,1928,1936,臺北市南港區東新街170巷7弄9號前,121.59298,25.04532
南港區,新光里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2040,2045,臺北市南港區昆陽街158號對面公園,121.59404,25.04871
南港區,仁福里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2052,2104,臺北市南港區福德街417號中庭,121.5926,25.04004
南港區,聯成里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2107,2112,臺北市南港區東新街103號前,121.58976,25.04659
南港區,聯成里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2113,2118,臺北市南港區東新街77巷4弄2號對面,121.58838,25.04708
南港區,聯成里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2120,2125,臺北市南港區忠孝東路6段188巷13弄2號,121.58697,25.04783
南港區,萬福里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2126,2135,臺北市南港區同德路85巷4號前,121.58568,25.04627
南港區,鴻福里,玉成分隊,107-G22,KEA-0877,玉成-2,第2車,2137,2150,臺北市南港區玉成街176巷口,121.5844,25.04438
士林區,公館里,草山分隊,107-G24,KEA-0877,草山-2,第1車,1550,1551,臺北市士林區永公路251號,121.55762,25.1215
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1552,1552,臺北市士林區永公路294號,121.55983,25.12019
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1553,1553,臺北市士林區永公路296巷18號,121.55964,25.1187
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1556,1557,臺北市士林區永公路296巷30弄,121.55862,25.11807
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1558,1600,臺北市士林區永公路296巷89號,121.55872,25.11637
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1601,1602,臺北市士林區永公路310巷巷口,121.56072,25.12001
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1603,1603,臺北市士林區永公路315巷巷口,121.56125,25.11996
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1604,1606,臺北市士林區永公路340巷巷口,121.56338,25.121
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1607,1607,臺北市士林區永公路340巷28號,121.56341,25.11942
士林區,菁山里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1608,1610,臺北市士林區永公路350巷巷口,121.56347,25.12176
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1611,1613,臺北市士林區永公路350巷61號,121.56536,25.1237
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1614,1615,臺北市士林區永公路355巷14號,121.56253,25.12263
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1616,1617,臺北市士林區永公路355巷11號,121.56292,25.12268
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1618,1620,臺北市士林區公?里公車站牌,121.56469,25.12658
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1621,1622,臺北市士林區永公路512號,121.56721,25.138
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1622,1624,臺北市士林區永公路506之1號(菁礐開漳聖王宮),121.56695,25.13896
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1625,1625,臺北市士林區永公路546號(松竹園停車場入口),121.56747,25.13977
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1626,1627,臺北市士林區平菁街10巷6號,121.57017,25.14208
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1627,1629,臺北市士林區平菁街10巷底,121.57048,25.14215
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1630,1631,臺北市士林區永公路500巷巷口,121.56926,25.13545
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1632,1634,臺北市士林區永公路500巷公車站牌,121.56891,25.13487
士林區,公館里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1635,1637,臺北市士林區永公路500巷31號,121.57023,25.13533
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1638,1639,臺北市士林區平菁街21號,121.57166,25.13794
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1640,1641,臺北市士林區平菁街陳厝公車站牌,121.57414,25.13505
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1642,1643,臺北市士林區平菁街43巷1號(元山咖啡水蜜桃園),121.57302,25.13214
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1644,1649,臺北市士林區平菁街42巷巷口(客倌),121.57279,25.13082
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1650,1653,臺北市士林區平菁街47號,121.57394,25.13085
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1654,1656,臺北市士林區平菁街67巷巷口,121.57497,25.13199
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1657,1659,臺北市士林區平菁街73巷巷口,121.57539,25.13154
士林區,菁山里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1700,1702,臺北市士林區平菁街84巷口(派出所),121.57643,25.13144
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1703,1704,臺北市士林區平菁街內寮公車站牌,121.5784,25.14295
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1705,1706,臺北市士林區平菁街93巷48號,121.57793,25.14216
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1707,1707,臺北市士林區平菁街93巷二公車站牌,121.5782,25.13908
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1708,1709,臺北市士林區平菁街93巷口,121.5783,25.1379
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1710,1715,臺北市士林區平菁街93巷5號,121.57747,25.13317
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1716,1720,臺北市士林區內厝公車站牌(95巷),121.57956,25.13297
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1721,1721,臺北市士林區平菁街106巷巷口(大榕樹),121.57507,25.12897
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1722,1722,臺北市士林區平菁街106巷3號前,121.57604,25.1296
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1723,1727,臺北市士林區平菁街84巷尾(土地公),121.57569,25.13065
士林區,菁山里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1728,1729,臺北市士林區平菁街106巷(合誠宮公車站牌),121.57496,25.13027
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1730,1731,臺北市士林區平菁街110號,121.57419,25.12717
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1732,1735,臺北市士林區平菁街112-1號,121.5739,25.12585
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1736,1737,臺北市士林區大坪尾公車站牌(反迴),121.57197,25.12189
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1738,1744,臺北市士林區平菁街105巷口,121.57526,25.12882
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1745,1746,臺北市士林區菁山里二公車站牌,121.56506,25.14215
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1747,1749,臺北市士林區菁山里一,121.56423,25.14359
士林區,菁山里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1750,1751,臺北市士林區菁山路131巷13號,121.5666,25.14496
士林區,菁山里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1752,1754,臺北市士林區菁山路131巷18號,121.56785,25.1444
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1755,1757,臺北市士林區平菁街131巷27號(福田園),121.56836,25.14459
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1758,1758,臺北市士林區菁山路衛星電台公車站牌,121.56497,25.14469
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1758,1759,臺北市士林區菁山路117號,121.55939,25.14411
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1800,1800,臺北市士林區菁山路101巷7號,121.55699,25.14359
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1801,1802,臺北市士林區菁山路99巷18號,121.55385,25.14354
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1803,1803,臺北市士林區菁山路99巷37號,121.5523,25.14719
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1804,1805,臺北市士林區菁山路99巷40號,121.55356,25.1474
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1806,1807,臺北市士林區菁山路99巷63號,121.55513,25.14809
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1808,1809,臺北市士林區菁山路101巷49弄口,121.55837,25.14711
士林區,平等里,草山分隊,107-G24,KEA-0879,草山-2,第1車,1810,1811,臺北市士林區菁山五公車站牌,121.55915,25.14843
